"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2012年7月31日","58.05","58.15","58.60","58.01","2.96M","-0.58%"
"2012年7月30日","58.39","58.80","59.32","58.17","3.13M","-1.05%"
"2012年7月27日","59.01","58.21","59.52","57.82","3.60M","2.20%"
"2012年7月26日","57.74","57.85","58.67","57.38","3.08M","1.65%"
"2012年7月25日","56.80","56.97","57.65","56.33","3.00M","0.21%"
"2012年7月24日","56.68","57.41","57.54","55.93","3.36M","-1.32%"
"2012年7月23日","57.44","56.76","57.71","56.45","3.53M","-0.52%"
"2012年7月20日","57.74","57.74","58.40","57.36","3.56M","-0.36%"
"2012年7月19日","57.95","58.25","58.62","57.46","5.83M","-0.40%"
"2012年7月18日","58.18","56.31","58.49","55.90","8.40M","6.67%"
"2012年7月17日","54.54","54.62","54.93","53.86","3.45M","0.11%"
"2012年7月16日","54.48","54.37","54.64","53.60","2.90M","-0.18%"
"2012年7月13日","54.58","53.66","54.71","53.60","3.22M","1.83%"
"2012年7月12日","53.60","53.31","53.97","52.73","3.75M","-0.19%"
"2012年7月11日","53.70","53.73","54.33","53.49","3.79M","-0.02%"
"2012年7月10日","53.71","55.33","56.17","53.45","5.37M","-2.72%"
"2012年7月9日","55.21","54.74","55.29","54.38","2.86M","0.58%"
"2012年7月6日","54.89","55.30","55.39","54.32","3.03M","-2.14%"
"2012年7月5日","56.09","55.40","56.38","55.30","2.77M","0.90%"
"2012年7月3日","55.59","54.97","55.94","54.72","2.41M","0.78%"
"2012年7月2日","55.16","55.94","56.19","54.63","4.30M","-1.22%"
"2012年6月29日","55.84","54.38","55.86","54.02","4.87M","5.52%"
"2012年6月28日","52.92","53.11","53.61","52.21","6.59M","-2.00%"
"2012年6月27日","54.00","53.40","54.13","53.38","3.28M","1.39%"
"2012年6月26日","53.26","53.82","53.94","52.84","4.97M","-0.86%"
"2012年6月25日","53.72","54.77","54.83","53.67","4.68M","-3.22%"
"2012年6月22日","55.51","55.33","55.73","55.11","3.42M","0.14%"
"2012年6月21日","55.43","56.80","56.99","55.39","4.10M","-1.96%"
"2012年6月20日","56.54","56.67","56.84","56.03","3.47M","-0.07%"
"2012年6月19日","56.58","56.21","56.72","56.09","3.18M","1.25%"
"2012年6月18日","55.88","55.74","56.08","55.51","2.25M","-0.29%"
"2012年6月15日","56.04","55.53","56.05","55.45","4.99M","1.48%"
"2012年6月14日","55.22","55.39","55.81","54.74","4.28M","0.18%"
"2012年6月13日","55.12","55.76","55.83","54.84","3.00M","-1.66%"
"2012年6月12日","56.05","55.36","56.09","55.04","2.77M","1.67%"
"2012年6月11日","55.13","56.67","56.69","55.05","3.05M","-1.54%"
"2012年6月8日","55.99","55.37","56.03","55.18","3.00M","1.12%"
"2012年6月7日","55.37","55.31","56.23","55.21","4.88M","1.30%"
"2012年6月6日","54.66","53.79","54.66","53.52","4.77M","2.57%"
"2012年6月5日","53.29","53.00","53.51","52.81","3.85M","0.17%"
"2012年6月4日","53.20","53.76","53.85","52.55","5.73M","-1.37%"
"2012年6月1日","53.94","54.21","54.53","53.80","5.98M","-3.09%"
"2012年5月31日","55.66","56.20","56.24","54.78","5.10M","-0.96%"
"2012年5月30日","56.20","56.72","56.72","56.10","3.53M","-1.75%"
"2012年5月29日","57.20","57.31","57.42","56.81","3.73M","0.79%"
"2012年5月25日","56.75","57.41","57.56","56.45","2.36M","-0.91%"
"2012年5月24日","57.27","57.74","57.88","56.53","2.89M","-0.61%"
"2012年5月23日","57.62","56.55","57.72","56.08","3.98M","0.59%"
"2012年5月22日","57.28","57.34","57.70","56.92","3.97M","0.44%"
"2012年5月21日","57.03","55.32","57.11","55.32","4.55M","3.26%"
